218.15171428571432,10.0,219.62554285714288,11.077436619718355,222.57142857142856,11.616478873239402,226.9911428571428,11.616478873239402,227.00885714285718,11.616478873239402,231.42857142857142,11.616478873239402,234.38685714285717,12.15746478873237,235.86600000000004,13.239436619718305,237.33982857142857,14.31687323943666,240.28571428571428,14.855915492957735,243.24400000000003,15.396901408450674,244.72314285714288,16.47887323943661,244.72314285714288,18.09535211267604,244.72314285714288,18.101830985915512,244.72314285714288,19.718309859154914,244.72314285714288,21.334788732394344,244.72314285714288,21.341267605633817,244.72314285714288,22.95774647887322,246.19697142857143,24.035183098591574,249.14285714285714,24.57422535211265,253.5625714285714,24.57422535211265,253.58028571428576,24.57422535211265,258.0,24.57422535211265,260.94588571428574,24.035183098591574,262.41971428571424,22.95774647887322,262.41971428571424,21.341267605633817,258.0,21.341267605633817,255.04171428571425,20.80028169014085,253.5625714285714,19.718309859154914,255.04171428571425,18.636338028169007,258.0,18.09535211267604,262.41971428571424,18.09535211267604,262.41971428571424,16.47887323943661,260.94588571428574,15.401436619718254,258.0,14.86239436619718,255.04171428571425,14.32140845070424,253.5625714285714,13.239436619718305,252.08874285714285,12.16199999999995,249.14285714285714,11.622957746478875,246.18457142857142,11.081971830985907,244.7054285714285,10.0,218.15171428571432,10.0
