218.15171428571432,10.0,218.15171428571432,11.616478873239402,218.15171428571432,11.622957746478875,218.15171428571432,13.239436619718305,219.62554285714288,14.31687323943666,222.57142857142856,14.855915492957735,225.5173142857143,14.31687323943666,226.9911428571428,13.239436619718305,228.4702857142857,12.15746478873237,231.42857142857142,11.616478873239402,234.38685714285717,12.15746478873237,235.86600000000004,13.239436619718305,237.33982857142857,14.31687323943666,240.28571428571428,14.855915492957735,244.7054285714285,14.855915492957735,244.7054285714285,13.239436619718305,244.7054285714285,11.622957746478875,244.7054285714285,11.616478873239402,244.7054285714285,10.0,218.15171428571432,10.0
