616.7231428571429,10.0,616.7231428571429,11.616478873239402,616.7231428571429,11.622957746478875,616.7231428571429,13.239436619718305,616.7231428571429,14.855915492957735,616.7231428571429,14.86239436619718,616.7231428571429,16.47887323943661,618.1969714285715,17.556309859154965,621.1428571428571,18.09535211267604,624.0887428571428,17.556309859154965,625.5625714285713,16.47887323943661,625.5625714285713,14.86239436619718,625.5625714285713,14.855915492957735,625.5625714285713,13.239436619718305,627.0417142857143,12.15746478873237,630.0,11.616478873239402,630.0,10.807915492957761,630.0,10.0,616.7231428571429,10.0
